source_kind,review_index,drive_id,current_filename,relative_path,vertical,country,language,format,angle,person,orientation,p_orient,confidence,notes,proposed_stem,ready_for_rename,variant,proposed_filename,destination_folder,queue_action
IMG,94,1PDvEWXmTE9T_SJDSXfucznaRwlan8tCr,36 - Feed espanhol__DAG9-KRvTJ8.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/36 - Feed espanhol__DAG9-KRvTJ8.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.86,Hola tarjeta de credito aprobada with limit 10500,CC_US_ES_IMG_APROBACION_NH,yes,017,CC_US_ES_IMG_APROBACION_NH_017.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,95,1JOQ5-7FX77E2-bE-p_PRrh2LnX2jzE-9,36 - Feed espanhol__DAG9-NMyhxk.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/36 - Feed espanhol__DAG9-NMyhxk.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.86,Hola tarjeta de credito aprobada with limit 10500,CC_US_ES_IMG_APROBACION_NH,yes,018,CC_US_ES_IMG_APROBACION_NH_018.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,96,1r3ZDuB51o6W0lvJuWf6Q83s8wbpyfIpR,36 - Feed ingles__DAGYHO-ME5c.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/36 - Feed ingles__DAGYHO-ME5c.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,VERTICAL,NV,0.93,Portrait creative with available limit US 12765,CC_US_EN_IMG_LIMITE_ALTO_NV,yes,002,CC_US_EN_IMG_LIMITE_ALTO_NV_002.png,MGS-CRIATIVOS/CC_US_EN/IMG/STORY/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,97,1Hrr_iNM40fc9ES1MVGK9yDgZK0xZ3QGy,36- Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/36- Feed Ingles.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.93,Available limit US 12765 prominent,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,008,CC_US_EN_IMG_LIMITE_ALTO_NH_008.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,98,1dQGspD-qEpoSMBqHXLXHvEcUgVm5OLfa,37 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/37 - Feed Ingles.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.93,Available limit US 12765 prominent,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,009,CC_US_EN_IMG_LIMITE_ALTO_NH_009.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,99,122TPy8XgOt_ZLCgLM7DmfsSwE1qUkkuk,37 - Feed ingles__DAGYLUmLmRQ.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/37 - Feed ingles__DAGYLUmLmRQ.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,VERTICAL,NV,0.93,Portrait creative with available limit US 12765,CC_US_EN_IMG_LIMITE_ALTO_NV,yes,003,CC_US_EN_IMG_LIMITE_ALTO_NV_003.png,MGS-CRIATIVOS/CC_US_EN/IMG/STORY/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,100,1-OQN7paxtzDFUPeZ9TLFe54hIsLdOZ3C,38 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/38 - Feed Ingles.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.88,Hand visible and limit amount 8765 shown,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,013,CC_US_EN_IMG_LIMITE_ALTO_PH_013.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,101,1yNcKGO3jqz4irsgjnryUjAba-WBtuZJf,38- Feed ingles__DAGYLyWgb-4.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/38- Feed ingles__DAGYLyWgb-4.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,Credit card approved with available limit 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,010,CC_US_EN_IMG_LIMITE_ALTO_NH_010.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,102,1N5kFJSvkfjm5RsoQHKRU9BSTIU6dmsvE,39 - Feed (ingles)__DAGYL1IOW1w.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/39 - Feed (ingles)__DAGYL1IOW1w.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,Credit card approved with available limit 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,011,CC_US_EN_IMG_LIMITE_ALTO_NH_011.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,103,1BFLiBt9nSGpLEA9ct4xNdyFayOvK0nAH,39 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/39 - Feed Ingles.png,CC,US,EN,IMG,APROBACION,PERSON,HORIZONTAL,PH,0.82,Hand holding card and approved message,CC_US_EN_IMG_APROBACION_PH,yes,007,CC_US_EN_IMG_APROBACION_PH_007.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,104,1vDBLQDePcqopsGmsc8M-J0a6yNXi4kxn,39 - Feed ingles__DAGYL1IOW1w.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/39 - Feed ingles__DAGYL1IOW1w.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,Credit card approved with available limit 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,012,CC_US_EN_IMG_LIMITE_ALTO_NH_012.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,105,1kowIUy0SGtcZdophx6oQVcsFPRSZSo6E,4.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/4.png,CC,US,ES,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.90,Spanish copy Cobra tu lana hoy and limite scale,CC_US_ES_IMG_LIMITE_ALTO_NH,yes,002,CC_US_ES_IMG_LIMITE_ALTO_NH_002.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,106,18Mn0WN5Qi0t47IXDW9a_VepMlUDm-BWf,40 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/40 - Feed Ingles.png,CC,US,EN,IMG,APROBACION,PERSON,HORIZONTAL,PH,0.82,Hand holding card and approved message,CC_US_EN_IMG_APROBACION_PH,yes,008,CC_US_EN_IMG_APROBACION_PH_008.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,107,1dHsfujamb_QC90Sh_dnlARuCibo6onUc,40 - Feed ingles__DAGYL_Ign24.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/40 - Feed ingles__DAGYL_Ign24.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,Approved card with available limit 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,013,CC_US_EN_IMG_LIMITE_ALTO_NH_013.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,108,1D4og0ijkoymqCKFldD-MG1ZiyckbJPPR,41 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/41 - Feed Ingles.png,CC,US,EN,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.78,Requested approved headline with amount 7965,CC_US_EN_IMG_APROBACION_NH,yes,008,CC_US_EN_IMG_APROBACION_NH_008.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,109,1z-iXAsWmLI2_7RsRvzsSR5E7g9L6m5Sz,41 - Feed ingles__DAGYMHZXgCs.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/41 - Feed ingles__DAGYMHZXgCs.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.84,Approved card with available limit 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,014,CC_US_EN_IMG_LIMITE_ALTO_NH_014.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,110,1RTutkpXyK12FoBUt0DhrIZbiwtM8CziI,42 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/42 - Feed Ingles.png,CC,US,EN,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.80,Requested approved headline with amount 7965,CC_US_EN_IMG_APROBACION_NH,yes,009,CC_US_EN_IMG_APROBACION_NH_009.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,111,13hnqLanDFnEY2AImg2RvFJALWW-hk65d,42 - Feed ingles__DAGYMAYjdqw.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/42 - Feed ingles__DAGYMAYjdqw.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.84,Approved card with available limit 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,015,CC_US_EN_IMG_LIMITE_ALTO_NH_015.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,112,1R1tAEHrnNyu-lZ2LKkgKWx53DZ0XE7Zt,43 - Feed Ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/43 - Feed Ingles.png,CC,US,EN,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.80,Requested approved headline with amount 7965,CC_US_EN_IMG_APROBACION_NH,yes,010,CC_US_EN_IMG_APROBACION_NH_010.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,113,1PMVkDGLIzaq38eMRZXpGi-HtDNUM3uCI,43 - Feed ingles__DAGYMGMaURI.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/43 - Feed ingles__DAGYMGMaURI.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.84,Approved card with available limit 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,016,CC_US_EN_IMG_LIMITE_ALTO_NH_016.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,114,1EIjLsBcOcRlA_ORM5ypHO9e1C4nN0OFU,44 - Feed ingles__DAGYMeSu83c.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/44 - Feed ingles__DAGYMeSu83c.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.88,Available limit 12765 emphasized,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,017,CC_US_EN_IMG_LIMITE_ALTO_NH_017.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,115,1GBe_6CruAwFwi-r5cPqEGpMGM-h8xbg7,45 - Feed 1080 x 1080 px__DAG4ggz6gUA.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/45 - Feed 1080 x 1080 px__DAG4ggz6gUA.png,CC,US,EN,IMG,LIMITE_ALTO,PERSON,HORIZONTAL,PH,0.86,Hand holding card and available limit 8987,CC_US_EN_IMG_LIMITE_ALTO_PH,yes,014,CC_US_EN_IMG_LIMITE_ALTO_PH_014.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,116,1Ix7-iBcjj-PbrqjH6p8hcwRAujNfvDw1,46 - Feed (ingles) (1080 x 1080 px) +2 RM GP 1080 px × 1080 px há 6 meses.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/46 - Feed (ingles) (1080 x 1080 px) +2 RM GP 1080 px × 1080 px há 6 meses.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.84,Approved card with available limit 7765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,018,CC_US_EN_IMG_LIMITE_ALTO_NH_018.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,117,1zVyGGP5q-aeahZBUGP-gMR1tYzgp205r,46 - Feed ingles 1080 x 1080 px__DAG4g6vPrxo.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/46 - Feed ingles 1080 x 1080 px__DAG4g6vPrxo.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.84,Approved card with available limit 7765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,019,CC_US_EN_IMG_LIMITE_ALTO_NH_019.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,118,1NA7uOXZF2YYVUWlBiI1H0OLbfgHjXuWE,46 - Feed ingles__DAGYMSHS8vY.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/46 - Feed ingles__DAGYMSHS8vY.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,Approved card with available limit 12765,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,020,CC_US_EN_IMG_LIMITE_ALTO_NH_020.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,119,1dYblXxexqHRZ2yFMFgKM2uiaywC47aWD,46 - Feed ingles__DAGdocPDlMw.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/46 - Feed ingles__DAGdocPDlMw.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.84,Requested approved with available limit 9435,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,021,CC_US_EN_IMG_LIMITE_ALTO_NH_021.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,120,1cG-AYvG9rnLfb2G0PV4J3QQSrBb7xAW6,47 - Feed ingles__DAGdoRdozpU.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/47 - Feed ingles__DAGdoRdozpU.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.84,Requested approved with available limit 9435,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,022,CC_US_EN_IMG_LIMITE_ALTO_NH_022.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,121,13KlYmnDQkusXzhJwdoaUvUyWblnAnYCM,48 - Feed ingles__DAGYMaNezoY.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/48 - Feed ingles__DAGYMaNezoY.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.88,Approved card with available limit 13235,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,023,CC_US_EN_IMG_LIMITE_ALTO_NH_023.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,122,1WLSke7wvxMFveqz0si_nIObCydur6J-t,48 - Feed ingles__DAGdohSngEw.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/48 - Feed ingles__DAGdohSngEw.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.84,Requested approved with available limit 9435,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,024,CC_US_EN_IMG_LIMITE_ALTO_NH_024.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,123,1N_4BsW7hVJ_jR4rQcnXk2O9X-BVNxtEt,5-feed.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/5-feed.png,CC,US,ES,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.88,Spanish tarjeta de credito aprobada and solicite,CC_US_ES_IMG_APROBACION_NH,yes,019,CC_US_ES_IMG_APROBACION_NH_019.png,MGS-CRIATIVOS/CC_US_ES/IMG/FEED/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,124,1_oIjOHinUTxpnr09soPrbwG9Ncsyf2qG,53 - Feed ingles.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/53 - Feed ingles.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.90,Credit card available with limit 13235,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,025,CC_US_EN_IMG_LIMITE_ALTO_NH_025.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,125,1Z-JfKQhKUPzoVtQmFOqGdgdSMPhzz1ed,57 - Feed Ingles__DAGeMspftEg.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/57 - Feed Ingles__DAGeMspftEg.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.88,Credit card available with limit 8463,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,026,CC_US_EN_IMG_LIMITE_ALTO_NH_026.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,126,1-sUgcRzYKJN-30p77Qgo-kqZykgWGe9o,57 - Feed Ingles__DAGqM7foxhM.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/57 - Feed Ingles__DAGqM7foxhM.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,credit card approved with choose your limit amounts,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,027,CC_US_EN_IMG_LIMITE_ALTO_NH_027.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,127,1BSymH1EpG7SONmIp9JtHty4zPSvsjXca,57 - Story espanhol__DAG9-b9qug0.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/57 - Story espanhol__DAG9-b9qug0.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.92,tarjeta aprobada aplica ya,CC_US_ES_IMG_APROBACION_NV,yes,006,CC_US_ES_IMG_APROBACION_NV_006.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,128,1WMWph3Y_2kxF9LO0TGnk5ziCGcacbC9M,57 - Story espanhol__DAG9-lU1Khk.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/57 - Story espanhol__DAG9-lU1Khk.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.92,tarjeta aprobada aplica ya,CC_US_ES_IMG_APROBACION_NV,yes,007,CC_US_ES_IMG_APROBACION_NV_007.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,129,1McoopUx0B1VrkqaKed_T9QtIAvZeHLFN,57 - Story espanhol__DAG9-nXyiEw.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/57 - Story espanhol__DAG9-nXyiEw.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.92,tarjeta aprobada aplica ya,CC_US_ES_IMG_APROBACION_NV,yes,008,CC_US_ES_IMG_APROBACION_NV_008.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,130,1APxg8wNUcP2JrHhHE730o8iI7GKINa3R,58 - Feed Ingles__DAGqMyCB-Jk.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/58 - Feed Ingles__DAGqMyCB-Jk.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,approved with several limit amounts,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,028,CC_US_EN_IMG_LIMITE_ALTO_NH_028.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,131,1GteoCBekjtQ-L2h1r2Ssk1Q0MzbCMg4Y,58 - Feed ingles__DAGYknJo7Lk.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/58 - Feed ingles__DAGYknJo7Lk.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.90,available limit prominently shown,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,029,CC_US_EN_IMG_LIMITE_ALTO_NH_029.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,132,1R9cSfFghx9DN8VwdXFFcurMTmZLOSLec,58 - Story espanhol__DAG-0uePd0Q.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/58 - Story espanhol__DAG-0uePd0Q.png,CC,US,ES,IMG,APROBACION,NO_PERSON,VERTICAL,NV,0.92,tarjeta aprobada no annual fee,CC_US_ES_IMG_APROBACION_NV,yes,009,CC_US_ES_IMG_APROBACION_NV_009.png,MGS-CRIATIVOS/CC_US_ES/IMG/STORY/ES/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,133,1SRsnJ11fQNbzeAwZOBhu0n3k6up1AFTC,59 - Feed Ingles__DAGqM8B-gQA.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/59 - Feed Ingles__DAGqM8B-gQA.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.86,approved with selectable limit amounts,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,030,CC_US_EN_IMG_LIMITE_ALTO_NH_030.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,134,1Qgpf2qSm54ZiFutIeCLvLD9rJTboQfDI,60 - Feed Ingles__DAGqPnTybk0.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/60 - Feed Ingles__DAGqPnTybk0.png,CC,US,EN,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.88,credit card approved for you,CC_US_EN_IMG_APROBACION_NH,yes,011,CC_US_EN_IMG_APROBACION_NH_011.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,135,1HhggpI3MN31K-O1jBEdL_810hTHionAo,60 - Feed ingles__DAGeNPFEimM.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/60 - Feed ingles__DAGeNPFEimM.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.91,new limit prominently shown,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,031,CC_US_EN_IMG_LIMITE_ALTO_NH_031.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,136,14xbdny5kzYfAoHKeuGIG9Qu5bZiClRq2,61 - Feed Ingles__DAGqPtsfwls.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/61 - Feed Ingles__DAGqPtsfwls.png,CC,US,EN,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.87,credit card approved for you with limit,CC_US_EN_IMG_APROBACION_NH,yes,012,CC_US_EN_IMG_APROBACION_NH_012.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,137,13ZRN-TNB2MdeGAw64N8zmh4aYqG7wPVo,61 - Feed ingles__DAGYnUlT2Ow.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/61 - Feed ingles__DAGYnUlT2Ow.png,CC,US,EN,IMG,APROBACION,PERSON,HORIZONTAL,PH,0.90,santa character with credit card approved,CC_US_EN_IMG_APROBACION_PH,yes,009,CC_US_EN_IMG_APROBACION_PH_009.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,138,1OPFySSbaRCh1CF0cBUVA_PpZ29X9gRFx,62 - Feed ingles__DAGYnVg0dAk.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/62 - Feed ingles__DAGYnVg0dAk.png,CC,US,EN,IMG,APROBACION,PERSON,HORIZONTAL,PH,0.90,santa character with credit card approved,CC_US_EN_IMG_APROBACION_PH,yes,010,CC_US_EN_IMG_APROBACION_PH_010.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,139,1u-K7VvoHqCijfxkg-trUphMnpvpbzSaF,63 - Feed ingles__DAGeNNOCZYo.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/63 - Feed ingles__DAGeNNOCZYo.png,CC,US,EN,IMG,APROBACION,NO_PERSON,HORIZONTAL,NH,0.86,christmas offer credit card approved,CC_US_EN_IMG_APROBACION_NH,yes,013,CC_US_EN_IMG_APROBACION_NH_013.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
IMG,140,1iEPgG74L-VdTdjF8mm9PAnDFO3DI3z5U,64 - Feed ingles__DAGeNBI7_LI.png,UPLOAD_CANVAS/cartao de credito/imagens/feed/64 - Feed ingles__DAGeNBI7_LI.png,CC,US,EN,IMG,LIMITE_ALTO,NO_PERSON,HORIZONTAL,NH,0.90,new limit prominently shown,CC_US_EN_IMG_LIMITE_ALTO_NH,yes,032,CC_US_EN_IMG_LIMITE_ALTO_NH_032.png,MGS-CRIATIVOS/CC_US_EN/IMG/FEED/EN/01_READY_CANDIDATE,RENAME_OR_COPY_AFTER_APPROVAL
