drive_id,original_filename,relative_path,source_top_folder,format,language_guess,placement_fit,product_type,canonical_filename
1tIpIE1N0MYFILCSg_ge1gtD7R91VhUD8,11_138 US_SHEIN_EN_10-09  -MAQUINA DE CORTAR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,HAIR_CLIPPERS,SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_005.mp4
1LOb_f4L9kTIUVVcVy9KpMmelPT-DlPV2,12_144 US_SHEIN_EN_10-09  - MASSAGEADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MASSAGER_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,MASSAGER,SHEIN_US_EN_VID_FREE_MASSAGER_PV_003.mp4
1h91lgtlzInCPNB_VX_mN-kAailW9zVtw,13_143 US_SHEIN_EN_10-09  - MASSAGEADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MASSAGER_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,MASSAGER,SHEIN_US_EN_VID_FREE_MASSAGER_PV_004.mp4
1EtVEVypKkK1RWDexAQjjoXcMM6Wr_Lis,14_141 US_SHEIN_EN_10-09  - MASSAGEADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MASSAGER_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,MASSAGER,SHEIN_US_EN_VID_FREE_MASSAGER_PV_005.mp4
1zOgdwCq2bwg0tvvsggz5EhVXUcpnFZwV,15_142 US_SHEIN_EN_10-09  - MASSAGEADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MASSAGER_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,MASSAGER,SHEIN_US_EN_VID_FREE_MASSAGER_PV_006.mp4
1n3Tlz_rMkQdqly92t6XOuWEKjTqtTfkg,16_135 US_SHEIN_EN_10-09  -MAQUINA DE CORTAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,HAIR_CLIPPERS,SHEIN_US_EN_VID_FREE_HAIR_CLIPPERS_PV_006.mp4
1IKT9YkiBqANSWp3RFTo0asbril_d8CQS,17_127 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,MAKEUP_BAG,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_006.mp4
1t96MMQ-Aoaw6zTUiB4oD3scjV5tH-e5K,18_133 US_SHEIN_EN_10-09  - MALETA MAQUIAGEM (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_007.mp4,SHEIN_US_EN,VID,EN,STORY,MAKEUP_BAG,SHEIN_US_EN_VID_FREE_MAKEUP_BAG_PV_007.mp4
11GK1BIXG5mNts_tHTs83147mi0xAUzh4,1_172 US_SHEIN_EN_11-09 - LIQUIDIFICADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,PORTABLE_BLENDER,SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_001.mp4
1PV4iIZopExueEzJHjKkPnN7ZCSVZqJSL,1_180 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_001.mp4
1M26QVcNMFhW4uQAE4d0cCRu2hefhDKpL,2_159 US_SHEIN_EN_11-09 - ESCOVA ELETRICA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,ELECTRIC_TOOTHBRUSH,SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_001.mp4
1wq2Zn8ai2wr4zRKD2SwwiA2y_6btfqs_,2_184 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_002.mp4
1i22wfCi5BfBBdF17-4VjZqbtBioHnaHX,3_166 US_SHEIN_EN_11-09 - LUMINARIA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_001.mp4,SHEIN_US_EN,VID,EN,STORY,DESK_LAMP,SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_001.mp4
1iM2Gc6s0jbG8ugqCjTTx_U-2fM8mQm0l,3_182 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_003.mp4
1-4b9gJ_3_czZGTCNaYbtA8rU5PxV1OYt,4_168 US_SHEIN_EN_11-09 - LIQUIDIFICADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,PORTABLE_BLENDER,SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_002.mp4
1pyW6B_gA1hQ7NopPYQ0jacplmDB-n1pP,4_174 US_SHEIN_EN_11-09 - LIQUIDIFICADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,PORTABLE_BLENDER,SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_003.mp4
1TRJyU0Hrp5nqqCHkhq0JNFhDGAR0rOjo,5_171 US_SHEIN_EN_11-09 - LIQUIDIFICADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,PORTABLE_BLENDER,SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_004.mp4
13eYKN4OgP8wbRHeUotPo7kYHCbqyqJQo,5_178 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_004.mp4
1vUxrcpxX_p7SKy5Inlh_NWlQDg4_oHr-,6_155 US_SHEIN_EN_11-09 - ESCOVA ELETRICA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,ELECTRIC_TOOTHBRUSH,SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_002.mp4
10zi7CzsQmgAZwQOZ8XnzyRPyNIYcZsCl,6_181 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_005.mp4
1ZV2Yc3vPzuC0C5xWb-EXlk06pUnYUzzN,7_165 US_SHEIN_EN_11-09 - LUMINARIA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_002.mp4,SHEIN_US_EN,VID,EN,STORY,DESK_LAMP,SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_002.mp4
1j0Qd_P6IGTK2jlSo90XD-eyEeDDjSO0d,7_185 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_006.mp4
10XRdpaQAnjLGGY624UyQ0uRhrrmyS1KH,8_162 US_SHEIN_EN_11-09 - LUMINARIA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,DESK_LAMP,SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_003.mp4
1_f0GjsAGBNn7RZ_iufXjnvzCe9Jw3PhK,8_176 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_007.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_007.mp4
1v6on0CbDAmZqjnDd0JCWhsfhvH2HR3vg,9_157 US_SHEIN_EN_11-09 - ESCOVA ELETRICA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_003.mp4,SHEIN_US_EN,VID,EN,STORY,ELECTRIC_TOOTHBRUSH,SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_003.mp4
1MtkJtReB36gbB7DzxnHpOMgQi4mXianX,9_177 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_008.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_008.mp4
1dTRBoVu6FBuIIESSf0cah-2DfsZ5g7wR,10_158 US_SHEIN_EN_11-09 - ESCOVA ELETRICA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,ELECTRIC_TOOTHBRUSH,SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_004.mp4
18WmhCDP3aUN6H5gpq5h48QNJbmSiEcKE,10_179 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_009.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_009.mp4
1hRH8aIRBzLVE7CZ1ria8y1FyYtWIH5wJ,11_156 US_SHEIN_EN_11-09 - ESCOVA ELETRICA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,ELECTRIC_TOOTHBRUSH,SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_005.mp4
16rbIV5NZ2PzJ2hrSKzYQca3p3IpKhuxY,11_175 US_SHEIN_EN_11-09 - LIQUIDIFICADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,PORTABLE_BLENDER,SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_005.mp4
1L4_aCiFsAmdZUlF9kmUV4eZk6WZcUHb_,12_161 US_SHEIN_EN_11-09 - LUMINARIA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_004.mp4,SHEIN_US_EN,VID,EN,STORY,DESK_LAMP,SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_004.mp4
1bic1rZJhQCcqlMWr9Yh6mU2yUYuDpQzk,12_183 US_SHEIN_EN_11-09 - TRIPE CELULAR  (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_010.mp4,SHEIN_US_EN,VID,EN,STORY,PHONE_TRIPOD,SHEIN_US_EN_VID_FREE_PHONE_TRIPOD_PV_010.mp4
1ZivbZ5p1YmqLF--TZBMqRkpfDYrs3_VO,13_167 US_SHEIN_EN_11-09 - LUMINARIA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_005.mp4,SHEIN_US_EN,VID,EN,STORY,DESK_LAMP,SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_005.mp4
18tFq2lftaDKksegXMwuqbDEqzOj_Lj2l,13_173 US_SHEIN_EN_11-09 - LIQUIDIFICADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,PORTABLE_BLENDER,SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_006.mp4
1jVEaj3k-jB94iPntn-eSOaTbFmrin72B,14_153 US_SHEIN_EN_11-09 - ESCOVA ELETRICA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,ELECTRIC_TOOTHBRUSH,SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_006.mp4
1FcpBm8cTzmhmad1vfiI_bDx7XoC0Ewz3,15_164 US_SHEIN_EN_11-09 - LUMINARIA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_006.mp4,SHEIN_US_EN,VID,EN,STORY,DESK_LAMP,SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_006.mp4
1K7dJS78bA9aSt2ynSuiKszk8ZjZ-ZX6X,16_163 US_SHEIN_EN_11-09 - LUMINARIA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_007.mp4,SHEIN_US_EN,VID,EN,STORY,DESK_LAMP,SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_007.mp4
1rLoLtLO-i1aiJXM6OoqTT1Qy2pkghmFQ,17_154 US_SHEIN_EN_11-09 - ESCOVA ELETRICA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_007.mp4,SHEIN_US_EN,VID,EN,STORY,ELECTRIC_TOOTHBRUSH,SHEIN_US_EN_VID_FREE_ELECTRIC_TOOTHBRUSH_PV_007.mp4
1m3NhuuVlsN5KfQr6XroyVBhGiKC_OeG2,18_170 US_SHEIN_EN_11-09 - LIQUIDIFICADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_007.mp4,SHEIN_US_EN,VID,EN,STORY,PORTABLE_BLENDER,SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_007.mp4
1plieYDLCP8ipSss8MxZ7cdg-0UAckDV7,19_169 US_SHEIN_EN_11-09 - LIQUIDIFICADOR (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_008.mp4,SHEIN_US_EN,VID,EN,STORY,PORTABLE_BLENDER,SHEIN_US_EN_VID_FREE_PORTABLE_BLENDER_PV_008.mp4
1t8frxcrbLCOi35mf4vFMBuyPkaqfIqya,20_160 US_SHEIN_EN_11-09 - LUMINARIA (INGLES) .mp4,MGS-AGENTS/CRIATIVOS/SHEIN_US_EN/VID/01_READY/SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_008.mp4,SHEIN_US_EN,VID,EN,STORY,DESK_LAMP,SHEIN_US_EN_VID_FREE_DESK_LAMP_PV_008.mp4
